,Unnamed: 0,id_x,id_y,TF
1012,1012,lyr_09597,mil_4345,True
302,302,lyr_11274,mil_1778,True
482,482,lyr_09607,mil_0674,True
1212,1212,lyr_09597,mil_2643,True
622,622,lyr_09452,mil_4763,True
42,42,lyr_11269,mil_0897,True
1453,1453,lyr_00183,mil_0183,False
1246,1246,lyr_09619,mil_3110,True
562,562,lyr_09469,mil_3060,True
651,651,lyr_00311,mil_0311,False
880,880,lyr_09495,mil_4617,True
937,937,lyr_09655,mil_3291,True
1439,1439,lyr_11258,mil_3861,True
573,573,lyr_09425,mil_2239,True
338,338,lyr_11209,mil_2511,True
1056,1056,lyr_09499,mil_1173,True
118,118,lyr_00385,mil_0385,False
121,121,lyr_09499,mil_3341,True
539,539,lyr_00274,mil_0274,False
137,137,lyr_09467,mil_4617,True
1044,1044,lyr_11209,mil_4448,True
506,506,lyr_00120,mil_0120,False
1486,1486,lyr_09467,mil_3341,True
529,529,lyr_09917,mil_0674,True
1317,1317,lyr_09531,mil_2694,True
607,607,lyr_09946,mil_2603,True
1075,1075,lyr_11274,mil_4448,True
406,406,lyr_00439,mil_0439,False
451,451,lyr_00249,mil_0249,False
1214,1214,lyr_00459,mil_0459,False
380,380,lyr_09430,mil_4010,True
57,57,lyr_09495,mil_3974,True
1389,1389,lyr_09469,mil_1255,True
367,367,lyr_09476,mil_2603,True
62,62,lyr_00236,mil_0236,False
112,112,lyr_00500,mil_0500,False
1435,1435,lyr_09526,mil_1296,True
1391,1391,lyr_00487,mil_0487,False
1418,1418,lyr_09547,mil_4617,True
79,79,lyr_00181,mil_0181,False
1369,1369,lyr_09940,mil_2511,True
1172,1172,lyr_09623,mil_4345,True
1028,1028,lyr_09431,mil_4769,True
1550,1550,lyr_00151,mil_0151,False
6,6,lyr_09430,mil_0288,True
1179,1179,lyr_11275,mil_0035,True
329,329,lyr_11232,mil_2511,True
683,683,lyr_11242,mil_3491,True
1426,1426,lyr_11247,mil_1371,True
943,943,lyr_00063,mil_0063,False
982,982,lyr_00199,mil_0199,False
798,798,lyr_09917,mil_3127,True
548,548,lyr_09946,mil_0674,True
1261,1261,lyr_09946,mil_1448,True
652,652,lyr_10973,mil_2193,True
396,396,lyr_09552,mil_3110,True
1272,1272,lyr_09917,mil_1598,True
72,72,lyr_09539,mil_3110,True
210,210,lyr_00196,mil_0196,False
311,311,lyr_09467,mil_2694,True
883,883,lyr_09940,mil_3127,True
534,534,lyr_09620,mil_3125,True
481,481,lyr_00258,mil_0258,False
577,577,lyr_09619,mil_1192,True
447,447,lyr_09545,mil_1296,True
736,736,lyr_09552,mil_3124,True
551,551,lyr_00172,mil_0172,False
1327,1327,lyr_09545,mil_3341,True
1002,1002,lyr_09575,mil_4448,True
1140,1140,lyr_09933,mil_1598,True
16,16,lyr_09619,mil_1296,True
101,101,lyr_00460,mil_0460,False
1085,1085,lyr_09495,mil_2643,True
173,173,lyr_09583,mil_2141,True
586,586,lyr_09917,mil_0676,True
287,287,lyr_00040,mil_0040,False
185,185,lyr_00180,mil_0180,False
921,921,lyr_00477,mil_0477,False
294,294,lyr_09425,mil_3272,True
1306,1306,lyr_09450,mil_0565,True
253,253,lyr_09539,mil_0966,True
1452,1452,lyr_09917,mil_0035,True
1368,1368,lyr_00473,mil_0473,False
1282,1282,lyr_00456,mil_0456,False
936,936,lyr_11274,mil_2603,True
223,223,lyr_00289,mil_0289,False
150,150,lyr_11289,mil_1296,True
413,413,lyr_00237,mil_0237,False
56,56,lyr_09536,mil_4669,True
1078,1078,lyr_11289,mil_1516,True
1019,1019,lyr_09501,mil_0626,True
518,518,lyr_09501,mil_1192,True
533,533,lyr_09461,mil_0288,True
1149,1149,lyr_11215,mil_2417,True
157,157,lyr_00329,mil_0329,False
80,80,lyr_09854,mil_3291,True
1442,1442,lyr_09839,mil_3252,True
725,725,lyr_09539,mil_1192,True
1456,1456,lyr_09715,mil_3291,True
1226,1226,lyr_09875,mil_3291,True
833,833,lyr_00494,mil_0494,False
126,126,lyr_09937,mil_1255,True
1254,1254,lyr_09607,mil_0238,True
1138,1138,lyr_09430,mil_4097,True
1225,1225,lyr_09536,mil_4617,True
1238,1238,lyr_09597,mil_1398,True
1513,1513,lyr_09781,mil_3252,True
346,346,lyr_11190,mil_3099,True
135,135,lyr_00111,mil_0111,False
596,596,lyr_11188,mil_0626,True
1326,1326,lyr_00177,mil_0177,False
755,755,lyr_00361,mil_0361,False
485,485,lyr_00136,mil_0136,False
1563,1563,lyr_00210,mil_0210,False
1382,1382,lyr_00396,mil_0396,False
1270,1270,lyr_09467,mil_2643,True
925,925,lyr_11284,mil_3798,True
130,130,lyr_09671,mil_3291,True
1564,1564,lyr_09457,mil_3060,True
1354,1354,lyr_00116,mil_0116,False
556,556,lyr_00092,mil_0092,False
989,989,lyr_09465,mil_1007,True
337,337,lyr_00211,mil_0211,False
442,442,lyr_00422,mil_0422,False
1337,1337,lyr_11289,mil_3124,True
951,951,lyr_09527,mil_0565,True
176,176,lyr_09547,mil_0966,True
995,995,lyr_09552,mil_1516,True
391,391,lyr_11223,mil_1108,True
559,559,lyr_09495,mil_3124,True
658,658,lyr_00347,mil_0347,False
994,994,lyr_09452,mil_1516,True
4,4,lyr_09526,mil_3079,True
463,463,lyr_00023,mil_0023,False
263,263,lyr_11235,mil_1598,True
84,84,lyr_11198,mil_3043,True
664,664,lyr_09552,mil_2643,True
1260,1260,lyr_00256,mil_0256,False
508,508,lyr_09467,mil_3124,True
1538,1538,lyr_09947,mil_1296,True
971,971,lyr_09547,mil_4763,True
790,790,lyr_09496,mil_3348,True
395,395,lyr_09425,mil_0676,True
852,852,lyr_00226,mil_0226,False
63,63,lyr_09538,mil_0493,True
170,170,lyr_09450,mil_3974,True
847,847,lyr_09536,mil_2643,True
1415,1415,lyr_00131,mil_0131,False
1378,1378,lyr_00469,mil_0469,False
1344,1344,lyr_09933,mil_3272,True
1427,1427,lyr_00293,mil_0293,False
955,955,lyr_09481,mil_2141,True
456,456,lyr_09947,mil_3110,True
791,791,lyr_00247,mil_0247,False
1006,1006,lyr_00095,mil_0095,False
90,90,lyr_11289,mil_4436,True
297,297,lyr_00016,mil_0016,False
123,123,lyr_09946,mil_1598,True
321,321,lyr_09549,mil_3570,True
370,370,lyr_09547,mil_4345,True
181,181,lyr_09476,mil_3125,True
862,862,lyr_09914,mil_0939,True
12,12,lyr_00128,mil_0128,False
1236,1236,lyr_00112,mil_0112,False
808,808,lyr_11196,mil_1995,True
509,509,lyr_00058,mil_0058,False
1458,1458,lyr_11193,mil_0238,True
86,86,lyr_11188,mil_4669,True
676,676,lyr_00203,mil_0203,False
59,59,lyr_09495,mil_4345,True
299,299,lyr_09552,mil_4420,True
361,361,lyr_11289,mil_0565,True
1118,1118,lyr_09499,mil_3110,True
778,778,lyr_09425,mil_3125,True
385,385,lyr_09450,mil_2694,True
1103,1103,lyr_00376,mil_0376,False
431,431,lyr_00357,mil_0357,False
91,91,lyr_09450,mil_2643,True
1100,1100,lyr_09476,mil_4448,True
1530,1530,lyr_00188,mil_0188,False
1141,1141,lyr_00468,mil_0468,False
550,550,lyr_11217,mil_2669,True
1009,1009,lyr_11258,mil_2595,True
167,167,lyr_00022,mil_0022,False
1469,1469,lyr_00308,mil_0308,False
138,138,lyr_00083,mil_0083,False
1517,1517,lyr_11209,mil_3272,True
1107,1107,lyr_00497,mil_0497,False
374,374,lyr_11188,mil_0565,True
928,928,lyr_00277,mil_0277,False
237,237,lyr_00416,mil_0416,False
1394,1394,lyr_00071,mil_0071,False
826,826,lyr_09531,mil_1672,True
1319,1319,lyr_00212,mil_0212,False
711,711,lyr_00318,mil_0318,False
1077,1077,lyr_09664,mil_3291,True
450,450,lyr_09536,mil_1516,True
634,634,lyr_09520,mil_3304,True
206,206,lyr_00479,mil_0479,False
1054,1054,lyr_09597,mil_2694,True
1293,1293,lyr_00358,mil_0358,False
411,411,lyr_09947,mil_3124,True
490,490,lyr_00421,mil_0421,False
416,416,lyr_09523,mil_4436,True
404,404,lyr_09531,mil_1516,True
1307,1307,lyr_09527,mil_1672,True
590,590,lyr_09523,mil_2643,True
1071,1071,lyr_11218,mil_3060,True
932,932,lyr_00481,mil_0481,False
1219,1219,lyr_11188,mil_3110,True
1338,1338,lyr_00014,mil_0014,False
1121,1121,lyr_09501,mil_4436,True
71,71,lyr_00176,mil_0176,False
1383,1383,lyr_09452,mil_1173,True
643,643,lyr_09930,mil_2070,True
917,917,lyr_11209,mil_2603,True
1259,1259,lyr_00208,mil_0208,False
1158,1158,lyr_11284,mil_2902,True
117,117,lyr_09607,mil_2239,True
1124,1124,lyr_09866,mil_3291,True
1329,1329,lyr_00101,mil_0101,False
1153,1153,lyr_09539,mil_0565,True
949,949,lyr_09452,mil_3341,True
365,365,lyr_00006,mil_0006,False
224,224,lyr_11188,mil_1672,True
606,606,lyr_11289,mil_3110,True
1267,1267,lyr_09531,mil_3974,True
219,219,lyr_09619,mil_4763,True
1165,1165,lyr_09620,mil_1778,True
339,339,lyr_09938,mil_2239,True
753,753,lyr_11232,mil_0035,True
399,399,lyr_00282,mil_0282,False
894,894,lyr_09523,mil_3079,True
1130,1130,lyr_09531,mil_0565,True
1171,1171,lyr_00305,mil_0305,False
999,999,lyr_09647,mil_3291,True
1340,1340,lyr_10984,mil_2193,True
569,569,lyr_09552,mil_4345,True
1233,1233,lyr_00414,mil_0414,False
1557,1557,lyr_00171,mil_0171,False
460,460,lyr_00246,mil_0246,False
617,617,lyr_11232,mil_2239,True
186,186,lyr_11198,mil_1255,True
68,68,lyr_00137,mil_0137,False
309,309,lyr_09527,mil_4420,True
1052,1052,lyr_00390,mil_0390,False
616,616,lyr_11275,mil_2159,True
820,820,lyr_00424,mil_0424,False
105,105,lyr_11275,mil_1435,True
1198,1198,lyr_09619,mil_3341,True
1271,1271,lyr_00035,mil_0035,False
685,685,lyr_09531,mil_4345,True
1203,1203,lyr_09545,mil_4617,True
55,55,lyr_09938,mil_0238,True
107,107,lyr_09526,mil_0565,True
491,491,lyr_00412,mil_0412,False
1037,1037,lyr_09940,mil_1778,True
1256,1256,lyr_09567,mil_1202,True
1535,1535,lyr_09947,mil_3974,True
931,931,lyr_00129,mil_0129,False
645,645,lyr_11209,mil_1448,True
43,43,lyr_09496,mil_4010,True
696,696,lyr_00198,mil_0198,False
973,973,lyr_11275,mil_3272,True
510,510,lyr_09917,mil_2159,True
681,681,lyr_00082,mil_0082,False
983,983,lyr_09933,mil_0674,True
1041,1041,lyr_00403,mil_0403,False
938,938,lyr_11286,mil_1398,True
856,856,lyr_11274,mil_3412,True
291,291,lyr_09918,mil_3886,True
182,182,lyr_09940,mil_3272,True
331,331,lyr_00134,mil_0134,False
193,193,lyr_11196,mil_1851,True
328,328,lyr_11281,mil_2595,True
729,729,lyr_00085,mil_0085,False
207,207,lyr_00088,mil_0088,False
1067,1067,lyr_09607,mil_0035,True
695,695,lyr_09452,mil_0966,True
889,889,lyr_00284,mil_0284,False
1296,1296,lyr_00378,mil_0378,False
571,571,lyr_00315,mil_0315,False
1053,1053,lyr_09535,mil_1627,True
1421,1421,lyr_00074,mil_0074,False
1561,1561,lyr_00080,mil_0080,False
47,47,lyr_00037,mil_0037,False
40,40,lyr_09552,mil_4669,True
1216,1216,lyr_00084,mil_0084,False
954,954,lyr_09527,mil_1192,True
268,268,lyr_11286,mil_0626,True
24,24,lyr_11235,mil_2159,True
1127,1127,lyr_11258,mil_3969,True
1156,1156,lyr_09523,mil_2694,True
888,888,lyr_09552,mil_4436,True
36,36,lyr_09527,mil_4669,True
694,694,lyr_00145,mil_0145,False
689,689,lyr_09597,mil_3110,True
1146,1146,lyr_09527,mil_1173,True
1499,1499,lyr_00360,mil_0360,False
998,998,lyr_09681,mil_3291,True
698,698,lyr_00355,mil_0355,False
1403,1403,lyr_09576,mil_1598,True
965,965,lyr_09545,mil_1173,True
679,679,lyr_00350,mil_0350,False
734,734,lyr_09463,mil_4202,True
545,545,lyr_09476,mil_3127,True
475,475,lyr_09539,mil_3079,True
96,96,lyr_09467,mil_3079,True
944,944,lyr_11192,mil_2653,True
230,230,lyr_11209,mil_0035,True
408,408,lyr_09461,mil_4010,True
723,723,lyr_00197,mil_0197,False
748,748,lyr_09545,mil_4345,True
1472,1472,lyr_00064,mil_0064,False
829,829,lyr_09536,mil_1296,True
1333,1333,lyr_09495,mil_1398,True
530,530,lyr_09623,mil_1672,True
271,271,lyr_11274,mil_0674,True
1497,1497,lyr_09499,mil_4669,True
483,483,lyr_09576,mil_0674,True
960,960,lyr_09527,mil_3341,True
640,640,lyr_00257,mil_0257,False
273,273,lyr_09452,mil_3079,True
452,452,lyr_00142,mil_0142,False
1069,1069,lyr_00009,mil_0009,False
1001,1001,lyr_00227,mil_0227,False
1349,1349,lyr_09547,mil_2643,True
1190,1190,lyr_11289,mil_0626,True
986,986,lyr_11058,mil_2193,True
307,307,lyr_09539,mil_4420,True
1187,1187,lyr_11235,mil_3127,True
665,665,lyr_09925,mil_2330,True
1386,1386,lyr_11275,mil_2239,True
179,179,lyr_09547,mil_1672,True
523,523,lyr_09495,mil_1672,True
1412,1412,lyr_09937,mil_3060,True
1102,1102,lyr_09526,mil_3568,True
744,744,lyr_09527,mil_3079,True
1304,1304,lyr_00331,mil_0331,False
258,258,lyr_09501,mil_4669,True
1519,1519,lyr_00089,mil_0089,False
322,322,lyr_00219,mil_0219,False
360,360,lyr_11274,mil_1598,True
1454,1454,lyr_09461,mil_4202,True
1324,1324,lyr_00317,mil_0317,False
1042,1042,lyr_09430,mil_3348,True
1300,1300,lyr_09495,mil_0565,True
332,332,lyr_09619,mil_0565,True
1228,1228,lyr_09452,mil_1192,True
991,991,lyr_09431,mil_1995,True
64,64,lyr_00301,mil_0301,False
897,897,lyr_09457,mil_3491,True
1047,1047,lyr_00133,mil_0133,False
709,709,lyr_09557,mil_2798,True
1032,1032,lyr_09523,mil_1398,True
838,838,lyr_09576,mil_1778,True
915,915,lyr_00072,mil_0072,False
166,166,lyr_00051,mil_0051,False
412,412,lyr_09536,mil_3341,True
765,765,lyr_09567,mil_1051,True
1451,1451,lyr_00076,mil_0076,False
702,702,lyr_09946,mil_3127,True
1258,1258,lyr_09501,mil_1173,True
758,758,lyr_09619,mil_1398,True
1548,1548,lyr_11286,mil_1192,True
1505,1505,lyr_09523,mil_4763,True
54,54,lyr_00399,mil_0399,False
1040,1040,lyr_09947,mil_4345,True
1240,1240,lyr_00333,mil_0333,False
582,582,lyr_09499,mil_4436,True
659,659,lyr_00433,mil_0433,False
525,525,lyr_09527,mil_4763,True
799,799,lyr_09918,mil_2653,True
1477,1477,lyr_09457,mil_1255,True
1230,1230,lyr_09619,mil_4345,True
50,50,lyr_09947,mil_1516,True
1278,1278,lyr_09495,mil_1296,True
1512,1512,lyr_09545,mil_3974,True
1215,1215,lyr_09946,mil_2239,True
1119,1119,lyr_00110,mil_0110,False
1116,1116,lyr_09597,mil_3124,True
587,587,lyr_00254,mil_0254,False
228,228,lyr_00349,mil_0349,False
637,637,lyr_09452,mil_0626,True
1253,1253,lyr_00465,mil_0465,False
589,589,lyr_11188,mil_4345,True
1048,1048,lyr_09476,mil_2159,True
465,465,lyr_09469,mil_3043,True
1011,1011,lyr_09552,mil_4763,True
369,369,lyr_09527,mil_4436,True
1099,1099,lyr_11218,mil_1255,True
771,771,lyr_11235,mil_1448,True
9,9,lyr_09476,mil_0238,True
1556,1556,lyr_00407,mil_0407,False
1503,1503,lyr_09499,mil_3124,True
1467,1467,lyr_09539,mil_2694,True
1396,1396,lyr_00147,mil_0147,False
312,312,lyr_11190,mil_2491,True
806,806,lyr_00140,mil_0140,False
448,448,lyr_09496,mil_4202,True
666,666,lyr_09607,mil_3125,True
151,151,lyr_09552,mil_2694,True
65,65,lyr_00124,mil_0124,False
415,415,lyr_00323,mil_0323,False
1096,1096,lyr_00455,mil_0455,False
935,935,lyr_11235,mil_4448,True
1481,1481,lyr_09623,mil_2643,True
749,749,lyr_00123,mil_0123,False
1186,1186,lyr_09619,mil_3124,True
977,977,lyr_09575,mil_0238,True
746,746,lyr_00229,mil_0229,False
289,289,lyr_09917,mil_3125,True
259,259,lyr_09425,mil_0674,True
1345,1345,lyr_00173,mil_0173,False
82,82,lyr_09667,mil_3291,True
1398,1398,lyr_09450,mil_0626,True
1262,1262,lyr_09597,mil_3568,True
386,386,lyr_00270,mil_0270,False
934,934,lyr_09501,mil_3974,True
1249,1249,lyr_09620,mil_0238,True
870,870,lyr_09547,mil_0565,True
479,479,lyr_09526,mil_0966,True
795,795,lyr_09467,mil_1516,True
837,837,lyr_09559,mil_1995,True
455,455,lyr_09607,mil_2511,True
1220,1220,lyr_00425,mil_0425,False
445,445,lyr_09547,mil_1398,True
81,81,lyr_09467,mil_0626,True
1117,1117,lyr_00191,mil_0191,False
1463,1463,lyr_09825,mil_3291,True
1279,1279,lyr_11275,mil_2603,True
591,591,lyr_00380,mil_0380,False
848,848,lyr_00216,mil_0216,False
1301,1301,lyr_00330,mil_0330,False
939,939,lyr_11217,mil_1255,True
1196,1196,lyr_00065,mil_0065,False
143,143,lyr_00029,mil_0029,False
794,794,lyr_00269,mil_0269,False
239,239,lyr_11232,mil_2603,True
850,850,lyr_09526,mil_4617,True
1,1,lyr_11275,mil_2511,True
1034,1034,lyr_11196,mil_2141,True
964,964,lyr_09545,mil_0966,True
672,672,lyr_00250,mil_0250,False
1235,1235,lyr_09467,mil_4763,True
477,477,lyr_00275,mil_0275,False
470,470,lyr_11245,mil_2985,True
1491,1491,lyr_09499,mil_2643,True
1352,1352,lyr_09662,mil_3291,True
673,673,lyr_11289,mil_4617,True
244,244,lyr_00066,mil_0066,False
169,169,lyr_09567,mil_3422,True
70,70,lyr_00166,mil_0166,False
1341,1341,lyr_00161,mil_0161,False
585,585,lyr_09623,mil_4420,True
419,419,lyr_11289,mil_4420,True
1335,1335,lyr_00167,mil_0167,False
133,133,lyr_00298,mil_0298,False
1046,1046,lyr_09564,mil_0128,True
1508,1508,lyr_11193,mil_2159,True
660,660,lyr_00314,mil_0314,False
1432,1432,lyr_11209,mil_1778,True
417,417,lyr_09523,mil_4345,True
512,512,lyr_00024,mil_0024,False
461,461,lyr_09552,mil_3974,True
627,627,lyr_09539,mil_0626,True
277,277,lyr_00316,mil_0316,False
1003,1003,lyr_09538,mil_3099,True
97,97,lyr_09575,mil_2239,True
691,691,lyr_09607,mil_3272,True
1416,1416,lyr_00440,mil_0440,False
805,805,lyr_00204,mil_0204,False
11,11,lyr_11286,mil_2694,True
1022,1022,lyr_09526,mil_1398,True
1265,1265,lyr_09940,mil_1598,True
810,810,lyr_00240,mil_0240,False
1379,1379,lyr_09527,mil_4617,True
1173,1173,lyr_00155,mil_0155,False
1533,1533,lyr_00087,mil_0087,False
405,405,lyr_09539,mil_2643,True
1399,1399,lyr_00441,mil_0441,False
29,29,lyr_09467,mil_1672,True
947,947,lyr_11209,mil_0238,True
397,397,lyr_11242,mil_3060,True
618,618,lyr_00482,mil_0482,False
792,792,lyr_00218,mil_0218,False
1200,1200,lyr_11274,mil_3272,True
383,383,lyr_09461,mil_3348,True
473,473,lyr_11106,mil_2193,True
262,262,lyr_11188,mil_3341,True
1408,1408,lyr_11275,mil_3127,True
1318,1318,lyr_09620,mil_3127,True
527,527,lyr_09450,mil_4617,True
602,602,lyr_00262,mil_0262,False
728,728,lyr_09501,mil_1672,True
992,992,lyr_00449,mil_0449,False
1407,1407,lyr_11281,mil_3969,True
519,519,lyr_09486,mil_4297,True
1055,1055,lyr_00004,mil_0004,False
1000,1000,lyr_09860,mil_3291,True
1406,1406,lyr_00417,mil_0417,False
662,662,lyr_11232,mil_3127,True
1496,1496,lyr_11113,mil_2193,True
1113,1113,lyr_09501,mil_1398,True
246,246,lyr_00003,mil_0003,False
187,187,lyr_09619,mil_1173,True
1091,1091,lyr_11188,mil_1398,True
716,716,lyr_09499,mil_1296,True
1185,1185,lyr_09940,mil_3412,True
1501,1501,lyr_09597,mil_3974,True
1082,1082,lyr_09547,mil_3124,True
505,505,lyr_09933,mil_2603,True
1449,1449,lyr_11207,mil_3969,True
1026,1026,lyr_00141,mil_0141,False
1525,1525,lyr_09947,mil_2694,True
1206,1206,lyr_00121,mil_0121,False
1201,1201,lyr_11193,mil_3272,True
1534,1534,lyr_09590,mil_4097,True
547,547,lyr_00306,mil_0306,False
39,39,lyr_09576,mil_0676,True
1097,1097,lyr_09536,mil_3568,True
1029,1029,lyr_09576,mil_3127,True
1431,1431,lyr_09467,mil_1398,True
1239,1239,lyr_09495,mil_4436,True
863,863,lyr_09620,mil_3272,True
1223,1223,lyr_09917,mil_4448,True
298,298,lyr_11232,mil_3125,True
1478,1478,lyr_00061,mil_0061,False
199,199,lyr_11279,mil_3060,True
613,613,lyr_11198,mil_3491,True
1484,1484,lyr_09450,mil_3568,True
209,209,lyr_00491,mil_0491,False
459,459,lyr_00453,mil_0453,False
625,625,lyr_11289,mil_2643,True
1385,1385,lyr_09705,mil_3291,True
796,796,lyr_11238,mil_3043,True
849,849,lyr_09545,mil_4763,True
218,218,lyr_09887,mil_3291,True
707,707,lyr_09523,mil_3974,True
243,243,lyr_09547,mil_3341,True
359,359,lyr_09940,mil_1435,True
868,868,lyr_00245,mil_0245,False
414,414,lyr_09938,mil_0676,True
208,208,lyr_09938,mil_2603,True
1150,1150,lyr_11211,mil_3043,True
424,424,lyr_09431,mil_1851,True
1038,1038,lyr_11272,mil_1963,True
1520,1520,lyr_00097,mil_0097,False
1553,1553,lyr_00307,mil_0307,False
864,864,lyr_00444,mil_0444,False
636,636,lyr_00107,mil_0107,False
1358,1358,lyr_00478,mil_0478,False
719,719,lyr_09597,mil_0966,True
109,109,lyr_09523,mil_1192,True
15,15,lyr_09499,mil_4763,True
832,832,lyr_11235,mil_0238,True
194,194,lyr_11262,mil_2595,True
1552,1552,lyr_11193,mil_3125,True
165,165,lyr_00179,mil_0179,False
933,933,lyr_09620,mil_2239,True
1526,1526,lyr_00338,mil_0338,False
264,264,lyr_09523,mil_1173,True
899,899,lyr_09523,mil_1516,True
1545,1545,lyr_00341,mil_0341,False
67,67,lyr_11286,mil_4763,True
1181,1181,lyr_00470,mil_0470,False
1539,1539,lyr_09501,mil_3568,True
425,425,lyr_00285,mil_0285,False
836,836,lyr_09545,mil_2643,True
916,916,lyr_00017,mil_0017,False
1126,1126,lyr_09609,mil_3570,True
1154,1154,lyr_00374,mil_0374,False
114,114,lyr_09450,mil_1516,True
740,740,lyr_09425,mil_2511,True
722,722,lyr_00067,mil_0067,False
1182,1182,lyr_00290,mil_0290,False
823,823,lyr_11274,mil_2159,True
466,466,lyr_09545,mil_1398,True
656,656,lyr_09423,mil_3920,True
1036,1036,lyr_09946,mil_1435,True
1521,1521,lyr_09576,mil_1448,True
467,467,lyr_11209,mil_3125,True
496,496,lyr_09552,mil_3079,True
879,879,lyr_09425,mil_4448,True
334,334,lyr_11217,mil_3043,True
486,486,lyr_09532,mil_3470,True
279,279,lyr_00170,mil_0170,False
1188,1188,lyr_00253,mil_0253,False
980,980,lyr_11190,mil_4276,True
1125,1125,lyr_09531,mil_4669,True
1336,1336,lyr_09495,mil_3341,True
290,290,lyr_09933,mil_0676,True
73,73,lyr_11207,mil_2595,True
845,845,lyr_09476,mil_2511,True
507,507,lyr_09547,mil_4669,True
180,180,lyr_09530,mil_2584,True
733,733,lyr_00238,mil_0238,False
1397,1397,lyr_09498,mil_2710,True
503,503,lyr_00398,mil_0398,False
875,875,lyr_00047,mil_0047,False
1312,1312,lyr_00045,mil_0045,False
371,371,lyr_00091,mil_0091,False
1371,1371,lyr_11193,mil_0676,True
1183,1183,lyr_11232,mil_2159,True
1087,1087,lyr_00243,mil_0243,False
1106,1106,lyr_00458,mil_0458,False
379,379,lyr_09575,mil_1435,True
1361,1361,lyr_09597,mil_1192,True
1434,1434,lyr_11279,mil_3491,True
542,542,lyr_09499,mil_1398,True
280,280,lyr_09501,mil_3110,True
1143,1143,lyr_09947,mil_1398,True
1465,1465,lyr_00430,mil_0430,False
242,242,lyr_00291,mil_0291,False
1157,1157,lyr_09623,mil_1296,True
353,353,lyr_11235,mil_2603,True
730,730,lyr_09527,mil_2643,True
1191,1191,lyr_09523,mil_1296,True
78,78,lyr_00297,mil_0297,False
914,914,lyr_00464,mil_0464,False
252,252,lyr_00193,mil_0193,False
817,817,lyr_11289,mil_1173,True
1251,1251,lyr_00272,mil_0272,False
1209,1209,lyr_00187,mil_0187,False
504,504,lyr_09545,mil_3110,True
818,818,lyr_00406,mil_0406,False
427,427,lyr_09446,mil_2417,True
188,188,lyr_09925,mil_1684,True
953,953,lyr_11272,mil_4297,True
802,802,lyr_00278,mil_0278,False
1558,1558,lyr_11193,mil_1598,True
1428,1428,lyr_11286,mil_3079,True
1334,1334,lyr_09425,mil_3127,True
32,32,lyr_00352,mil_0352,False
33,33,lyr_11188,mil_4617,True
192,192,lyr_09597,mil_4763,True
275,275,lyr_00472,mil_0472,False
1062,1062,lyr_09527,mil_3124,True
316,316,lyr_00132,mil_0132,False
1070,1070,lyr_09947,mil_4763,True
1134,1134,lyr_00244,mil_0244,False
202,202,lyr_00178,mil_0178,False
155,155,lyr_09575,mil_2511,True
1192,1192,lyr_09576,mil_4448,True
469,469,lyr_00319,mil_0319,False
941,941,lyr_09536,mil_3974,True
1402,1402,lyr_00259,mil_0259,False
750,750,lyr_09917,mil_2603,True
381,381,lyr_09450,mil_4420,True
975,975,lyr_09816,mil_3291,True
305,305,lyr_09619,mil_3568,True
966,966,lyr_11211,mil_1255,True
267,267,lyr_00413,mil_0413,False
214,214,lyr_09465,mil_3570,True
340,340,lyr_00336,mil_0336,False
45,45,lyr_00451,mil_0451,False
1063,1063,lyr_11196,mil_3801,True
0,0,lyr_00242,mil_0242,False
227,227,lyr_11198,mil_3060,True
23,23,lyr_11232,mil_1448,True
1305,1305,lyr_00354,mil_0354,False
592,592,lyr_11232,mil_1435,True
134,134,lyr_09526,mil_2643,True
492,492,lyr_00428,mil_0428,False
684,684,lyr_09523,mil_3110,True
440,440,lyr_09623,mil_0966,True
780,780,lyr_09620,mil_0035,True
384,384,lyr_09583,mil_2678,True
908,908,lyr_00062,mil_0062,False
341,341,lyr_00202,mil_0202,False
635,635,lyr_09531,mil_0626,True
574,574,lyr_09457,mil_2069,True
959,959,lyr_09947,mil_1173,True
177,177,lyr_00368,mil_0368,False
221,221,lyr_00462,mil_0462,False
1302,1302,lyr_09545,mil_4420,True
22,22,lyr_11286,mil_3341,True
522,522,lyr_09620,mil_0676,True
100,100,lyr_00324,mil_0324,False
462,462,lyr_00086,mil_0086,False
1299,1299,lyr_09914,mil_3346,True
1167,1167,lyr_00351,mil_0351,False
409,409,lyr_09619,mil_3974,True
1207,1207,lyr_09538,mil_3687,True
653,653,lyr_09425,mil_1598,True
552,552,lyr_09545,mil_1672,True
1380,1380,lyr_11188,mil_1516,True
487,487,lyr_11275,mil_0238,True
1518,1518,lyr_09597,mil_0565,True
544,544,lyr_09940,mil_4448,True
705,705,lyr_00309,mil_0309,False
1131,1131,lyr_09552,mil_1398,True
952,952,lyr_09523,mil_0966,True
524,524,lyr_00401,mil_0401,False
1027,1027,lyr_11232,mil_0238,True
718,718,lyr_09575,mil_3127,True
281,281,lyr_09527,mil_1516,True
200,200,lyr_00011,mil_0011,False
1376,1376,lyr_09450,mil_3079,True
549,549,lyr_00182,mil_0182,False
249,249,lyr_11284,mil_0911,True
1152,1152,lyr_09870,mil_3291,True
1224,1224,lyr_09619,mil_2694,True
891,891,lyr_09465,mil_2751,True
1237,1237,lyr_11235,mil_3125,True
1387,1387,lyr_09552,mil_3568,True
