"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","0-MusicSongNameComparatorLevenshtein-record1Value","0-MusicSongNameComparatorLevenshtein-record2Value","0-MusicSongNameComparatorLevenshtein-record1PreprocessedValue","0-MusicSongNameComparatorLevenshtein-record2PreprocessedValue","0-MusicSongNameComparatorLevenshtein-similarity","0-MusicSongNameComparatorLevenshtein-postproccesedSimilarity","1-MusicSongNameComparatorJaccard-record1Value","1-MusicSongNameComparatorJaccard-record2Value","1-MusicSongNameComparatorJaccard-record1PreprocessedValue","1-MusicSongNameComparatorJaccard-record2PreprocessedValue","1-MusicSongNameComparatorJaccard-similarity","1-MusicSongNameComparatorJaccard-postproccesedSimilarity"
"LinearCombinationMatchingRule","lyr_08064","mil_0554","0.1",,"Saved","Safari","Saved","Safari","0.33333333333333337","0.33333333333333337","Saved","Safari","Saved","Safari","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11170","mil_0781","0.06666666666666667",,"Sometimes","Socialist","Sometimes","Socialist","0.2222222222222222","0.2222222222222222","Sometimes","Socialist","Sometimes","Socialist","0.0","0.0"
"LinearCombinationMatchingRule","lyr_04157","mil_4672","0.075",,"Tonight","Toulouse","Tonight","Toulouse","0.25","0.25","Tonight","Toulouse","Tonight","Toulouse","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13566","mil_4111","0.12",,"Brianstorm","Breakdown","Brianstorm","Breakdown","0.4","0.4","Brianstorm","Breakdown","Brianstorm","Breakdown","0.0","0.0"
"LinearCombinationMatchingRule","lyr_09874","mil_0483","0.09000000000000001",,"Goodbye","Goldilocks","Goodbye","Goldilocks","0.30000000000000004","0.30000000000000004","Goodbye","Goldilocks","Goodbye","Goldilocks","0.0","0.0"
"LinearCombinationMatchingRule","lyr_07028","mil_0308","0.11249999999999999",,"Novacane","Nomalizo","Novacane","Nomalizo","0.375","0.375","Novacane","Nomalizo","Novacane","Nomalizo","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06309","mil_3388","0.17499999999999996",,"Reputation","Reservations","Reputation","Reservations","0.5833333333333333","0.5833333333333333","Reputation","Reservations","Reputation","Reservations","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11147","mil_1965","0.1",,"Change","Chutes","Change","Chutes","0.33333333333333337","0.33333333333333337","Change","Chutes","Change","Chutes","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11095","mil_1052","0.1636363636363636",,"Take Me To The Top","Take Me To Your Leader","Take Me To The Top","Take Me To Your Leader","0.5454545454545454","0.5454545454545454","Take Me To The Top","Take Me To Your Leader","Take Me To The Top","Take Me To Your Leader","0.42857142857142855","0.0"
"LinearCombinationMatchingRule","lyr_03624","mil_3673","0.15",,"Ramrod","Radio","Ramrod","Radio","0.5","0.5","Ramrod","Radio","Ramrod","Radio","0.0","0.0"
"LinearCombinationMatchingRule","lyr_08039","mil_1144","0.13333333333333333",,"Dirge","Disguises","Dirge","Disguises","0.4444444444444444","0.4444444444444444","Dirge","Disguises","Dirge","Disguises","0.0","0.0"
"LinearCombinationMatchingRule","lyr_09361","mil_3347","0.0857142857142857",,"Spies","Sparkle","Spies","Sparkle","0.2857142857142857","0.2857142857142857","Spies","Sparkle","Spies","Sparkle","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02638","mil_0305","0.10714285714285712",,"Battlestations","Baltimore","Battlestations","Baltimore","0.3571428571428571","0.3571428571428571","Battlestations","Baltimore","Battlestations","Baltimore","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10534","mil_4770","0.06666666666666667",,"Payday","Parajlija","Payday","Parajlija","0.2222222222222222","0.2222222222222222","Payday","Parajlija","Payday","Parajlija","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13013","mil_4365","0.1",,"Beulah","Ben","Beulah","Ben","0.33333333333333337","0.33333333333333337","Beulah","Ben","Beulah","Ben","0.0","0.0"
"LinearCombinationMatchingRule","lyr_04942","mil_3029","0.15",,"Robert","Rosemary","Robert","Rosemary","0.5","0.5","Robert","Rosemary","Robert","Rosemary","0.0","0.0"
"LinearCombinationMatchingRule","lyr_08605","mil_2614","0.15",,"Home","Hook","Home","Hook","0.5","0.5","Home","Hook","Home","Hook","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02336","mil_4197","0.11249999999999999",,"Daybreak","Darkness","Daybreak","Darkness","0.375","0.375","Daybreak","Darkness","Daybreak","Darkness","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13837","mil_4696","0.1",,"Shayla","She","Shayla","She","0.33333333333333337","0.33333333333333337","Shayla","She","Shayla","She","0.0","0.0"
"LinearCombinationMatchingRule","lyr_09820","mil_0049","0.075",,"What Are You Doing The Rest Of Your Life","Who Are You","What Are You Doing The Rest Of Your Life","Who Are You","0.25","0.25","What Are You Doing The Rest Of Your Life","Who Are You","What Are You Doing The Rest Of Your Life","Who Are You","0.2","0.0"
"LinearCombinationMatchingRule","lyr_13976","mil_2496","0.1",,"Molina","Monkey","Molina","Monkey","0.33333333333333337","0.33333333333333337","Molina","Monkey","Molina","Monkey","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02409","mil_0201","0.25",,"Dream","Dreams","Dream","Dreams","0.8333333333333334","0.8333333333333334","Dream","Dreams","Dream","Dreams","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13182","mil_2894","0.1",,"Dirt","Dinosaurs","Dirt","Dinosaurs","0.33333333333333337","0.33333333333333337","Dirt","Dinosaurs","Dirt","Dinosaurs","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02417","mil_1622","0.09000000000000001",,"Desafinado","Destroyer","Desafinado","Destroyer","0.30000000000000004","0.30000000000000004","Desafinado","Destroyer","Desafinado","Destroyer","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02628","mil_3030","0.15",,"Killer","Kisses","Killer","Kisses","0.5","0.5","Killer","Kisses","Killer","Kisses","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01381","mil_4665","0.1875",,"Under","Underdog","Under","Underdog","0.625","0.625","Under","Underdog","Under","Underdog","0.0","0.0"
"LinearCombinationMatchingRule","lyr_09687","mil_2602","0.0857142857142857",,"Haunted","Harvest","Haunted","Harvest","0.2857142857142857","0.2857142857142857","Haunted","Harvest","Haunted","Harvest","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13522","mil_4403","0.06666666666666667",,"Tomorrow","Tourettes","Tomorrow","Tourettes","0.2222222222222222","0.2222222222222222","Tomorrow","Tourettes","Tomorrow","Tourettes","0.0","0.0"
"LinearCombinationMatchingRule","lyr_08905","mil_2805","0.11249999999999999",,"Dictator","Dinah","Dictator","Dinah","0.375","0.375","Dictator","Dinah","Dictator","Dinah","0.0","0.0"
"LinearCombinationMatchingRule","lyr_04614","mil_2802","0.11249999999999999",,"Caroline","Camel","Caroline","Camel","0.375","0.375","Caroline","Camel","Caroline","Camel","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02114","mil_0530","0.3",,"Heaven","Heaven","Heaven","Heaven","1.0","1.0","Heaven","Heaven","Heaven","Heaven","1.0","0.0"
"LinearCombinationMatchingRule","lyr_00050","mil_2476","0.1",,"Porno","Politicos","Porno","Politicos","0.33333333333333337","0.33333333333333337","Porno","Politicos","Porno","Politicos","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01385","mil_4477","0.075",,"Bottomliners","Bombtrack","Bottomliners","Bombtrack","0.25","0.25","Bottomliners","Bombtrack","Bottomliners","Bombtrack","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10518","mil_4434","0.075",,"Clubland","Closer","Clubland","Closer","0.25","0.25","Clubland","Closer","Clubland","Closer","0.0","0.0"
"LinearCombinationMatchingRule","lyr_07470","mil_4279","0.1285714285714286",,"Friends","Free","Friends","Free","0.4285714285714286","0.4285714285714286","Friends","Free","Friends","Free","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11579","mil_4426","0.16153846153846152",,"Intergalactic","Interludio","Intergalactic","Interludio","0.5384615384615384","0.5384615384615384","Intergalactic","Interludio","Intergalactic","Interludio","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11359","mil_0483","0.059999999999999984",,"Gone","Goldilocks","Gone","Goldilocks","0.19999999999999996","0.19999999999999996","Gone","Goldilocks","Gone","Goldilocks","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06813","mil_0030","0.0857142857142857",,"Missing","Mirage","Missing","Mirage","0.2857142857142857","0.2857142857142857","Missing","Mirage","Missing","Mirage","0.0","0.0"
"LinearCombinationMatchingRule","lyr_07487","mil_1902","0.10909090909090909",,"Sixteen","Silhouettes","Sixteen","Silhouettes","0.36363636363636365","0.36363636363636365","Sixteen","Silhouettes","Sixteen","Silhouettes","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00589","mil_1940","0.06666666666666667",,"Allentown","Alfie","Allentown","Alfie","0.2222222222222222","0.2222222222222222","Allentown","Alfie","Allentown","Alfie","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00661","mil_2533","0.1",,"Voodoo","Volare","Voodoo","Volare","0.33333333333333337","0.33333333333333337","Voodoo","Volare","Voodoo","Volare","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13309","mil_4111","0.13333333333333333",,"Breathe","Breakdown","Breathe","Breakdown","0.4444444444444444","0.4444444444444444","Breathe","Breakdown","Breathe","Breakdown","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11042","mil_4785","0.13333333333333333",,"Busted","Butterfly","Busted","Butterfly","0.4444444444444444","0.4444444444444444","Busted","Butterfly","Busted","Butterfly","0.0","0.0"
"LinearCombinationMatchingRule","lyr_04621","mil_0201","0.075",,"Drifting","Dreams","Drifting","Dreams","0.25","0.25","Drifting","Dreams","Drifting","Dreams","0.0","0.0"
"LinearCombinationMatchingRule","lyr_08156","mil_4266","0.15",,"Delia","Desire","Delia","Desire","0.5","0.5","Delia","Desire","Delia","Desire","0.0","0.0"
"LinearCombinationMatchingRule","lyr_04415","mil_2110","0.1",,"Songbird","Sometimes","Songbird","Sometimes","0.33333333333333337","0.33333333333333337","Songbird","Sometimes","Songbird","Sometimes","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01527","mil_3895","0.15",,"Betta","Betrayed","Betta","Betrayed","0.5","0.5","Betta","Betrayed","Betta","Betrayed","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06976","mil_3475","0.06666666666666667",,"Sissyneck","Sirius","Sissyneck","Sirius","0.2222222222222222","0.2222222222222222","Sissyneck","Sirius","Sissyneck","Sirius","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12965","mil_2516","0.1",,"Blockhead","Blink","Blockhead","Blink","0.33333333333333337","0.33333333333333337","Blockhead","Blink","Blockhead","Blink","0.0","0.0"
"LinearCombinationMatchingRule","lyr_08194","mil_3754","0.13636363636363638",,"The Man I Love","The Man I Am Right Now","The Man I Love","The Man I Am Right Now","0.4545454545454546","0.4545454545454546","The Man I Love","The Man I Am Right Now","The Man I Love","The Man I Am Right Now","0.42857142857142855","0.0"
"LinearCombinationMatchingRule","lyr_11879","mil_2222","0.15",,"Goat","Gone","Goat","Gone","0.5","0.5","Goat","Gone","Goat","Gone","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11359","mil_0252","0.075",,"Gone","Goldfish","Gone","Goldfish","0.25","0.25","Gone","Goldfish","Gone","Goldfish","0.0","0.0"
"LinearCombinationMatchingRule","lyr_08036","mil_0657","0.075",,"Jokerman","Josie","Jokerman","Josie","0.25","0.25","Jokerman","Josie","Jokerman","Josie","0.0","0.0"
"LinearCombinationMatchingRule","lyr_08469","mil_4789","0.3",,"Have A Heart","Have A Heart","Have A Heart","Have A Heart","1.0","1.0","Have A Heart","Have A Heart","Have A Heart","Have A Heart","1.0","0.0"
"LinearCombinationMatchingRule","lyr_08100","mil_0049","0.06382978723404255",,"Where Are You Tonight Journey Through Dark Heat","Who Are You","Where Are You Tonight Journey Through Dark Heat","Who Are You","0.21276595744680848","0.21276595744680848","Where Are You Tonight Journey Through Dark Heat","Who Are You","Where Are You Tonight Journey Through Dark Heat","Who Are You","0.2222222222222222","0.0"
"LinearCombinationMatchingRule","lyr_00002","mil_1444","0.06666666666666667",,"Move","Moonchild","Move","Moonchild","0.2222222222222222","0.2222222222222222","Move","Moonchild","Move","Moonchild","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06689","mil_3264","0.075",,"Manslaughter","Mahadeva","Manslaughter","Mahadeva","0.25","0.25","Manslaughter","Mahadeva","Manslaughter","Mahadeva","0.0","0.0"
"LinearCombinationMatchingRule","lyr_07243","mil_3633","0.1",,"Somewhere","Solitude","Somewhere","Solitude","0.33333333333333337","0.33333333333333337","Somewhere","Solitude","Somewhere","Solitude","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11969","mil_3854","0.075",,"Invasion","Incomunicado","Invasion","Incomunicado","0.25","0.25","Invasion","Incomunicado","Invasion","Incomunicado","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10686","mil_0287","0.09000000000000001",,"Lost","Locomotion","Lost","Locomotion","0.30000000000000004","0.30000000000000004","Lost","Locomotion","Lost","Locomotion","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02493","mil_0305","0.1",,"Barbara","Baltimore","Barbara","Baltimore","0.33333333333333337","0.33333333333333337","Barbara","Baltimore","Barbara","Baltimore","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13284","mil_4439","0.18",,"Shame","Shine","Shame","Shine","0.6","0.6","Shame","Shine","Shame","Shine","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11679","mil_1605","0.0857142857142857",,"Tonya","Touched","Tonya","Touched","0.2857142857142857","0.2857142857142857","Tonya","Touched","Tonya","Touched","0.0","0.0"
"LinearCombinationMatchingRule","lyr_03157","mil_1360","0.11249999999999999",,"Songbird","Sometime","Songbird","Sometime","0.375","0.375","Songbird","Sometime","Songbird","Sometime","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12880","mil_2156","0.15",,"Mellow","Melt!","Mellow","Melt!","0.5","0.5","Mellow","Melt!","Mellow","Melt!","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12800","mil_4605","0.15",,"Whispers","Wheels","Whispers","Wheels","0.5","0.5","Whispers","Wheels","Whispers","Wheels","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10842","mil_1605","0.0857142857142857",,"Torture","Touched","Torture","Touched","0.2857142857142857","0.2857142857142857","Torture","Touched","Torture","Touched","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12980","mil_0457","0.09000000000000001",,"Sumthin","Sugarlight","Sumthin","Sugarlight","0.30000000000000004","0.30000000000000004","Sumthin","Sugarlight","Sumthin","Sugarlight","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13519","mil_3849","0.059999999999999984",,"Invincible","Intro","Invincible","Intro","0.19999999999999996","0.19999999999999996","Invincible","Intro","Invincible","Intro","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00706","mil_0179","0.09000000000000001",,"Cornucopia","Cowboys","Cornucopia","Cowboys","0.30000000000000004","0.30000000000000004","Cornucopia","Cowboys","Cornucopia","Cowboys","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01542","mil_2471","0.1",,"Buddy","Butterfly","Buddy","Butterfly","0.33333333333333337","0.33333333333333337","Buddy","Butterfly","Buddy","Butterfly","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06646","mil_1843","0.075",,"Maintain","Mary","Maintain","Mary","0.25","0.25","Maintain","Mary","Maintain","Mary","0.0","0.0"
"LinearCombinationMatchingRule","lyr_03767","mil_3169","0.1285714285714286",,"Seven","Seasons","Seven","Seasons","0.4285714285714286","0.4285714285714286","Seven","Seasons","Seven","Seasons","0.0","0.0"
"LinearCombinationMatchingRule","lyr_07155","mil_1739","0.2",,"I Never Loved A Man The Way I Love You","I Never Loved A Man [The Way I Love You] [Stereo Version]","I Never Loved A Man The Way I Love You","I Never Loved A Man [The Way I Love You] [Stereo Version]","0.6666666666666667","0.6666666666666667","I Never Loved A Man The Way I Love You","I Never Loved A Man [The Way I Love You] [Stereo Version]","I Never Loved A Man The Way I Love You","I Never Loved A Man [The Way I Love You] [Stereo Version]","0.8181818181818182","0.0"
"LinearCombinationMatchingRule","lyr_03653","mil_0160","0.18",,"The Wall","The Warmth","The Wall","The Warmth","0.6","0.6","The Wall","The Warmth","The Wall","The Warmth","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","lyr_11841","mil_4683","0.06666666666666667",,"Radio","Razamanaz","Radio","Razamanaz","0.2222222222222222","0.2222222222222222","Radio","Razamanaz","Radio","Razamanaz","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10534","mil_2154","0.1",,"Payday","Paul","Payday","Paul","0.33333333333333337","0.33333333333333337","Payday","Paul","Payday","Paul","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11146","mil_0307","0.1263157894736842",,"Walkin In The Rain With The One I Love","Walk In The Night","Walkin In The Rain With The One I Love","Walk In The Night","0.42105263157894735","0.42105263157894735","Walkin In The Rain With The One I Love","Walk In The Night","Walkin In The Rain With The One I Love","Walk In The Night","0.2","0.0"
"LinearCombinationMatchingRule","lyr_13431","mil_4100","0.18",,"I Wanna Be Your Hero","I Wanna Be With You","I Wanna Be Your Hero","I Wanna Be With You","0.6","0.6","I Wanna Be Your Hero","I Wanna Be With You","I Wanna Be Your Hero","I Wanna Be With You","0.42857142857142855","0.0"
"LinearCombinationMatchingRule","lyr_08605","mil_2811","0.3",,"Home","Home","Home","Home","1.0","1.0","Home","Home","Home","Home","1.0","0.0"
"LinearCombinationMatchingRule","lyr_05203","mil_3673","0.12",,"Randy","Radio","Randy","Radio","0.4","0.4","Randy","Radio","Randy","Radio","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12502","mil_1232","0.11249999999999999",,"Remember","Renegade","Remember","Renegade","0.375","0.375","Remember","Renegade","Remember","Renegade","0.0","0.0"
"LinearCombinationMatchingRule","lyr_09995","mil_4358","0.0857142857142857",,"Daytime","Damar","Daytime","Damar","0.2857142857142857","0.2857142857142857","Daytime","Damar","Daytime","Damar","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01959","mil_1928","0.11249999999999999",,"I Want You I Need You I Love You","I Want Your Sex","I Want You I Need You I Love You","I Want Your Sex","0.375","0.375","I Want You I Need You I Love You","I Want Your Sex","I Want You I Need You I Love You","I Want Your Sex","0.2857142857142857","0.0"
"LinearCombinationMatchingRule","lyr_10178","mil_4572","0.15",,"Rope","Roza","Rope","Roza","0.5","0.5","Rope","Roza","Rope","Roza","0.0","0.0"
"LinearCombinationMatchingRule","lyr_04673","mil_1790","0.3",,"But You Know I Love You","But You Know I Love You","But You Know I Love You","But You Know I Love You","1.0","1.0","But You Know I Love You","But You Know I Love You","But You Know I Love You","But You Know I Love You","1.0","0.0"
"LinearCombinationMatchingRule","lyr_06566","mil_2464","0.09000000000000001",,"Lies","Liberation","Lies","Liberation","0.30000000000000004","0.30000000000000004","Lies","Liberation","Lies","Liberation","0.0","0.0"
"LinearCombinationMatchingRule","lyr_09058","mil_4491","0.075",,"Cheeseburger","Chariot","Cheeseburger","Chariot","0.25","0.25","Cheeseburger","Chariot","Cheeseburger","Chariot","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10894","mil_3733","0.05454545454545453",,"Pornography","Podimo","Pornography","Podimo","0.18181818181818177","0.18181818181818177","Pornography","Podimo","Pornography","Podimo","0.0","0.0"
"LinearCombinationMatchingRule","lyr_08634","mil_2709","0.1",,"Darlin","Dazz","Darlin","Dazz","0.33333333333333337","0.33333333333333337","Darlin","Dazz","Darlin","Dazz","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06711","mil_0212","0.13333333333333333",,"Intrigued","Intro","Intrigued","Intro","0.4444444444444444","0.4444444444444444","Intrigued","Intro","Intrigued","Intro","0.0","0.0"
"LinearCombinationMatchingRule","lyr_07142","mil_0626","0.1636363636363636",,"The Letter","The Lebanon","The Letter","The Lebanon","0.5454545454545454","0.5454545454545454","The Letter","The Lebanon","The Letter","The Lebanon","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","lyr_13578","mil_3167","0.13636363636363638",,"Brainstorm","Brainfeeder","Brainstorm","Brainfeeder","0.4545454545454546","0.4545454545454546","Brainstorm","Brainfeeder","Brainstorm","Brainfeeder","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02002","mil_1633","0.04285714285714287",,"Why","Whosgotdaflava","Why","Whosgotdaflava","0.1428571428571429","0.1428571428571429","Why","Whosgotdaflava","Why","Whosgotdaflava","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06844","mil_4109","0.15",,"Untitled","Unity","Untitled","Unity","0.5","0.5","Untitled","Unity","Untitled","Unity","0.0","0.0"
"LinearCombinationMatchingRule","lyr_07726","mil_0924","0.06666666666666667",,"Suze","Sugarbomb","Suze","Sugarbomb","0.2222222222222222","0.2222222222222222","Suze","Sugarbomb","Suze","Sugarbomb","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00681","mil_2830","0.13636363636363638",,"The Battle Of Tyr","The Ballad Of El Goodo","The Battle Of Tyr","The Ballad Of El Goodo","0.4545454545454546","0.4545454545454546","The Battle Of Tyr","The Ballad Of El Goodo","The Battle Of Tyr","The Ballad Of El Goodo","0.2857142857142857","0.0"
"LinearCombinationMatchingRule","lyr_09215","mil_4733","0.06666666666666667",,"Hollywood","Hostage","Hollywood","Hostage","0.2222222222222222","0.2222222222222222","Hollywood","Hostage","Hollywood","Hostage","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10518","mil_3544","0.075",,"Clubland","Closer","Clubland","Closer","0.25","0.25","Clubland","Closer","Clubland","Closer","0.0","0.0"
"LinearCombinationMatchingRule","lyr_03737","mil_0862","0.16666666666666666",,"Paralyzed","Paranoid","Paralyzed","Paranoid","0.5555555555555556","0.5555555555555556","Paralyzed","Paranoid","Paralyzed","Paranoid","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13182","mil_2466","0.15",,"Dirt","Diss","Dirt","Diss","0.5","0.5","Dirt","Diss","Dirt","Diss","0.0","0.0"
"LinearCombinationMatchingRule","lyr_09922","mil_3397","0.3",,"Save The Last Dance For Me","Save The Last Dance For Me","Save The Last Dance For Me","Save The Last Dance For Me","1.0","1.0","Save The Last Dance For Me","Save The Last Dance For Me","Save The Last Dance For Me","Save The Last Dance For Me","1.0","0.0"
"LinearCombinationMatchingRule","lyr_03737","mil_1950","0.16666666666666666",,"Paralyzed","Paradise","Paralyzed","Paradise","0.5555555555555556","0.5555555555555556","Paralyzed","Paradise","Paralyzed","Paradise","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01954","mil_4276","0.3",,"All Shook Up","All Shook Up","All Shook Up","All Shook Up","1.0","1.0","All Shook Up","All Shook Up","All Shook Up","All Shook Up","1.0","0.0"
"LinearCombinationMatchingRule","lyr_11420","mil_3652","0.09000000000000001",,"Dedication","Desire","Dedication","Desire","0.30000000000000004","0.30000000000000004","Dedication","Desire","Dedication","Desire","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02944","mil_0141","0.1714285714285714",,"Cryin","Creepin","Cryin","Creepin","0.5714285714285714","0.5714285714285714","Cryin","Creepin","Cryin","Creepin","0.0","0.0"
"LinearCombinationMatchingRule","lyr_07337","mil_0082","0.12",,"Groovin","Greenville","Groovin","Greenville","0.4","0.4","Groovin","Greenville","Groovin","Greenville","0.0","0.0"
"LinearCombinationMatchingRule","lyr_04269","mil_0310","0.13636363636363638",,"Underground","Undun","Underground","Undun","0.4545454545454546","0.4545454545454546","Underground","Undun","Underground","Undun","0.0","0.0"
"LinearCombinationMatchingRule","lyr_04139","mil_1520","0.1285714285714286",,"Amazing","Amanda","Amazing","Amanda","0.4285714285714286","0.4285714285714286","Amazing","Amanda","Amazing","Amanda","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06243","mil_1185","0.075",,"Candy","Carousel","Candy","Carousel","0.25","0.25","Candy","Carousel","Candy","Carousel","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00682","mil_1798","0.15",,"Pariah","Party","Pariah","Party","0.5","0.5","Pariah","Party","Pariah","Party","0.0","0.0"
"LinearCombinationMatchingRule","lyr_07503","mil_0566","0.1714285714285714",,"Maxine","Massive","Maxine","Massive","0.5714285714285714","0.5714285714285714","Maxine","Massive","Maxine","Massive","0.0","0.0"
"LinearCombinationMatchingRule","lyr_04182","mil_3928","0.15",,"Heroes","Heaven","Heroes","Heaven","0.5","0.5","Heroes","Heaven","Heroes","Heaven","0.0","0.0"
"LinearCombinationMatchingRule","lyr_03478","mil_1458","0.16153846153846152",,"Local Hero","Lonely Hearts","Local Hero","Lonely Hearts","0.5384615384615384","0.5384615384615384","Local Hero","Lonely Hearts","Local Hero","Lonely Hearts","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13145","mil_4317","0.075",,"Come Back","Congratulations Baby","Come Back","Congratulations Baby","0.25","0.25","Come Back","Congratulations Baby","Come Back","Congratulations Baby","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12118","mil_0056","0.1",,"Kim","Kisapmata","Kim","Kisapmata","0.33333333333333337","0.33333333333333337","Kim","Kisapmata","Kim","Kisapmata","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12943","mil_0392","0.12",,"Mona","Moths","Mona","Moths","0.4","0.4","Mona","Moths","Mona","Moths","0.0","0.0"
"LinearCombinationMatchingRule","lyr_04415","mil_3004","0.075",,"Songbird","Soon","Songbird","Soon","0.25","0.25","Songbird","Soon","Songbird","Soon","0.0","0.0"
"LinearCombinationMatchingRule","lyr_03353","mil_4489","0.075",,"Angelyne","Anonimos","Angelyne","Anonimos","0.25","0.25","Angelyne","Anonimos","Angelyne","Anonimos","0.0","0.0"
"LinearCombinationMatchingRule","lyr_04207","mil_2319","0.3",,"Lady Stardust","Lady Stardust","Lady Stardust","Lady Stardust","1.0","1.0","Lady Stardust","Lady Stardust","Lady Stardust","Lady Stardust","1.0","0.0"
"LinearCombinationMatchingRule","lyr_11226","mil_4156","0.075",,"Slipaway","Sledgehammer","Slipaway","Sledgehammer","0.25","0.25","Slipaway","Sledgehammer","Slipaway","Sledgehammer","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02074","mil_1172","0.16956521739130437",,"Do You Want To Break Up","Do You Wanna Go Party","Do You Want To Break Up","Do You Wanna Go Party","0.5652173913043479","0.5652173913043479","Do You Want To Break Up","Do You Wanna Go Party","Do You Want To Break Up","Do You Wanna Go Party","0.2222222222222222","0.0"
"LinearCombinationMatchingRule","lyr_11727","mil_3000","0.15",,"Puke","Push","Puke","Push","0.5","0.5","Puke","Push","Puke","Push","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02599","mil_4352","0.168",,"Song To The Siren","Song To The Pharoah Kings","Song To The Siren","Song To The Pharoah Kings","0.56","0.56","Song To The Siren","Song To The Pharoah Kings","Song To The Siren","Song To The Pharoah Kings","0.5","0.0"
"LinearCombinationMatchingRule","lyr_06691","mil_4486","0.3",,"Intro","Intro","Intro","Intro","1.0","1.0","Intro","Intro","Intro","Intro","1.0","0.0"
"LinearCombinationMatchingRule","lyr_03604","mil_4572","0.11249999999999999",,"Rosalita","Roza","Rosalita","Roza","0.375","0.375","Rosalita","Roza","Rosalita","Roza","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10760","mil_0310","0.075",,"Untitled","Undun","Untitled","Undun","0.25","0.25","Untitled","Undun","Untitled","Undun","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11649","mil_3199","0.15",,"Railroad Blues","Radiation Blue","Railroad Blues","Radiation Blue","0.5","0.5","Railroad Blues","Radiation Blue","Railroad Blues","Radiation Blue","0.0","0.0"
