"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","0-MusicSongGenreComparatorLevenshtein-record1Value","0-MusicSongGenreComparatorLevenshtein-record2Value","0-MusicSongGenreComparatorLevenshtein-record1PreprocessedValue","0-MusicSongGenreComparatorLevenshtein-record2PreprocessedValue","0-MusicSongGenreComparatorLevenshtein-similarity","0-MusicSongGenreComparatorLevenshtein-postproccesedSimilarity","1-MusicSongNameComparatorJaccard-record1Value","1-MusicSongNameComparatorJaccard-record2Value","1-MusicSongNameComparatorJaccard-record1PreprocessedValue","1-MusicSongNameComparatorJaccard-record2PreprocessedValue","1-MusicSongNameComparatorJaccard-similarity","1-MusicSongNameComparatorJaccard-postproccesedSimilarity"
"LinearCombinationMatchingRule","lyr_13254","mil_3688","0.04545454545454547",,"Pop","Funk / Soul","Pop","Funk / Soul","0.09090909090909094","0.09090909090909094","Freestate","Freedom","Freestate","Freedom","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00724","mil_3580","0.125",,"Rock","Electronic, Rock","Rock","Electronic, Rock","0.25","0.25","Lord Of This World","Lowside Of The Road","Lord Of This World","Lowside Of The Road","0.14285714285714285","0.0"
"LinearCombinationMatchingRule","lyr_07470","mil_3771","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Friends","Fresh","Friends","Fresh","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01583","mil_4359","0.0",,"Hip-Hop","Rock","Hip-Hop","Rock","0.0","0.0","Pain","Paperface","Pain","Paperface","0.0","0.0"
"LinearCombinationMatchingRule","lyr_03742","mil_3012","0.08695652173913043",,"Rock","Electronic, Funk / Soul","Rock","Electronic, Funk / Soul","0.17391304347826086","0.17391304347826086","Sinking","Silverbeast","Sinking","Silverbeast","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13578","mil_3678","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Brainstorm","Brownies","Brainstorm","Brownies","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12795","mil_1487","0.03999999999999998",,"Rock","Jazz, Rock, Funk / Soul, Pop, Folk, World, Country","Rock","Jazz, Rock, Funk / Soul, Pop, Folk, World, Country","0.07999999999999996","0.07999999999999996","Pain","Pavianfelsen","Pain","Pavianfelsen","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06760","mil_3057","0.04878048780487804",,"Rock","Electronic, Rock, Funk / Soul, Blues, Pop","Rock","Electronic, Rock, Funk / Soul, Blues, Pop","0.09756097560975607","0.09756097560975607","Face","Faith","Face","Faith","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11679","mil_1341","0.04545454545454547",,"Hip-Hop","Funk / Soul","Hip-Hop","Funk / Soul","0.09090909090909094","0.09090909090909094","Tonya","Tomorrow","Tonya","Tomorrow","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02115","mil_2976","0.125",,"Pop","Rock","Pop","Rock","0.25","0.25","Jealousy","Jerusalem","Jealousy","Jerusalem","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13330","mil_1647","0.2142857142857143",,"Pop","Hip Hop","Pop","Hip Hop","0.4285714285714286","0.4285714285714286","Never Let Me Down","Never Let Me Down","Never Let Me Down","Never Let Me Down","1.0","0.0"
"LinearCombinationMatchingRule","lyr_11537","mil_1909","0.025000000000000022",,"Hip-Hop","Folk, World, Country","Hip-Hop","Folk, World, Country","0.050000000000000044","0.050000000000000044","Gratitude","Granada","Gratitude","Granada","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00671","mil_2094","0.04999999999999999",,"Rock","Folk, World, Country","Rock","Folk, World, Country","0.09999999999999998","0.09999999999999998","Stonehenge","Starfucker","Stonehenge","Starfucker","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13522","mil_3414","0.04999999999999999",,"Rock","Folk, World, Country","Rock","Folk, World, Country","0.09999999999999998","0.09999999999999998","Tomorrow","Top","Tomorrow","Top","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11542","mil_4642","0.04545454545454547",,"Hip-Hop","Funk / Soul","Hip-Hop","Funk / Soul","0.09090909090909094","0.09090909090909094","The Maestro","The Manifesto","The Maestro","The Manifesto","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","lyr_01251","mil_0263","0.09999999999999998",,"Rock","Electronic, Pop","Rock","Electronic, Pop","0.19999999999999996","0.19999999999999996","Eventually","Evening","Eventually","Evening","0.0","0.0"
"LinearCombinationMatchingRule","lyr_03862","mil_1416","0.125",,"Rock","Pop","Rock","Pop","0.25","0.25","Candidate","Camouflage","Candidate","Camouflage","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13744","mil_0204","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Surrender","Sunny","Surrender","Sunny","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13744","mil_1536","0.08695652173913043",,"Rock","Electronic, Funk / Soul","Rock","Electronic, Funk / Soul","0.17391304347826086","0.17391304347826086","Surrender","Summer","Surrender","Summer","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11170","mil_3931","0.125",,"Pop","Rock","Pop","Rock","0.25","0.25","Sometimes","Sometimes","Sometimes","Sometimes","1.0","0.0"
"LinearCombinationMatchingRule","lyr_12359","mil_1342","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Chloe","Christmas","Chloe","Christmas","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06972","mil_1330","0.0",,"Rock","Hip Hop","Rock","Hip Hop","0.0","0.0","Deadweight","Devils","Deadweight","Devils","0.0","0.0"
"LinearCombinationMatchingRule","lyr_07046","mil_3145","0.04878048780487804",,"Rock","Electronic, Rock, Funk / Soul, Blues, Pop","Rock","Electronic, Rock, Funk / Soul, Blues, Pop","0.09756097560975607","0.09756097560975607","Youthless","You","Youthless","You","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01382","mil_0491","0.09999999999999998",,"Electronic","Rock","Electronic","Rock","0.19999999999999996","0.19999999999999996","This","Thirteen","This","Thirteen","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06932","mil_2612","0.04999999999999999",,"Rock","Folk, World, Country","Rock","Folk, World, Country","0.09999999999999998","0.09999999999999998","Mango","Maida","Mango","Maida","0.0","0.0"
"LinearCombinationMatchingRule","lyr_03249","mil_0314","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","I Wanna Be With You","I Wanna Be The Only One","I Wanna Be With You","I Wanna Be The Only One","0.375","0.0"
"LinearCombinationMatchingRule","lyr_07081","mil_3089","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Mod Lang","Mod Lang","Mod Lang","Mod Lang","1.0","0.0"
"LinearCombinationMatchingRule","lyr_13863","mil_0995","0.09999999999999998",,"Rock","Electronic","Rock","Electronic","0.19999999999999996","0.19999999999999996","Victor","Violator","Victor","Violator","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06689","mil_4222","0.025000000000000022",,"Hip-Hop","Folk, World, Country","Hip-Hop","Folk, World, Country","0.050000000000000044","0.050000000000000044","Manslaughter","Mailk","Manslaughter","Mailk","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01408","mil_3538","0.5",,"Electronic","Electronic","Electronic","Electronic","1.0","1.0","Footsteps","Forever","Footsteps","Forever","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01805","mil_2561","0.03125",,"Rock","Funk / Soul, Pop","Rock","Funk / Soul, Pop","0.0625","0.0625","I Can Help","I Cant Help It","I Can Help","I Cant Help It","0.4","0.0"
"LinearCombinationMatchingRule","lyr_08382","mil_4742","0.07142857142857145",,"R & B","Hip Hop","R & B","Hip Hop","0.1428571428571429","0.1428571428571429","Underground","Universal","Underground","Universal","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13976","mil_3459","0.04999999999999999",,"Rock","Folk, World, Country","Rock","Folk, World, Country","0.09999999999999998","0.09999999999999998","Molina","Molitva","Molina","Molitva","0.0","0.0"
"LinearCombinationMatchingRule","lyr_04518","mil_4780","0.08695652173913043",,"Rock","Electronic, Funk / Soul","Rock","Electronic, Funk / Soul","0.17391304347826086","0.17391304347826086","Eyes Of The World","Eyes Of The World","Eyes Of The World","Eyes Of The World","1.0","0.0"
"LinearCombinationMatchingRule","lyr_07113","mil_0352","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Feel","Feel","Feel","Feel","1.0","0.0"
"LinearCombinationMatchingRule","lyr_11170","mil_3947","0.09999999999999998",,"Pop","Electronic, Pop","Pop","Electronic, Pop","0.19999999999999996","0.19999999999999996","Sometimes","Sometimes","Sometimes","Sometimes","1.0","0.0"
"LinearCombinationMatchingRule","lyr_07317","mil_4339","0.09999999999999998",,"R & B","Rock","R & B","Rock","0.19999999999999996","0.19999999999999996","Ramblin","Ramrod","Ramblin","Ramrod","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10518","mil_3251","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Clubland","Clocks","Clubland","Clocks","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12943","mil_4206","0.09090909090909088",,"R & B","Funk / Soul","R & B","Funk / Soul","0.18181818181818177","0.18181818181818177","Mona","Money","Mona","Money","0.0","0.0"
"LinearCombinationMatchingRule","lyr_08243","mil_0031","0.09999999999999998",,"R & B","Rock","R & B","Rock","0.19999999999999996","0.19999999999999996","Boondocks","Bolero","Boondocks","Bolero","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13200","mil_3906","0.021739130434782594",,"Pop","Electronic, Funk / Soul","Pop","Electronic, Funk / Soul","0.04347826086956519","0.04347826086956519","Human","Hula","Human","Hula","0.0","0.0"
"LinearCombinationMatchingRule","lyr_05379","mil_4720","0.04545454545454547",,"Country","Funk / Soul","Country","Funk / Soul","0.09090909090909094","0.09090909090909094","I Know You By Heart Dolly Parton With Smokey Robinson","I Knew You When","I Know You By Heart Dolly Parton With Smokey Robinson","I Knew You When","0.16666666666666666","0.0"
"LinearCombinationMatchingRule","lyr_10878","mil_3000","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Push","Push","Push","Push","1.0","0.0"
"LinearCombinationMatchingRule","lyr_11042","mil_2471","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Busted","Butterfly","Busted","Butterfly","0.0","0.0"
"LinearCombinationMatchingRule","lyr_07780","mil_2813","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","I Threw It All Away","I Thought It Was You","I Threw It All Away","I Thought It Was You","0.25","0.0"
"LinearCombinationMatchingRule","lyr_02885","mil_4686","0.08333333333333331",,"Rock","Electronic, Reggae","Rock","Electronic, Reggae","0.16666666666666663","0.16666666666666663","Layla","Lately","Layla","Lately","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11085","mil_1621","0.04999999999999999",,"Rock","Hip Hop, Funk / Soul","Rock","Hip Hop, Funk / Soul","0.09999999999999998","0.09999999999999998","Voices","Voodoo","Voices","Voodoo","0.0","0.0"
"LinearCombinationMatchingRule","lyr_08562","mil_3549","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Guilty","Guantanamera","Guilty","Guantanamera","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13924","mil_2624","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Winter","Wish","Winter","Wish","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13522","mil_4773","0.09999999999999998",,"Rock","Electronic, Pop","Rock","Electronic, Pop","0.19999999999999996","0.19999999999999996","Tomorrow","Touch","Tomorrow","Touch","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01394","mil_1299","0.03125",,"Electronic","Funk / Soul, Pop","Electronic","Funk / Soul, Pop","0.0625","0.0625","Stiff","Starpiss","Stiff","Starpiss","0.0","0.0"
"LinearCombinationMatchingRule","lyr_05410","mil_3046","0.04545454545454547",,"Country","Funk / Soul","Country","Funk / Soul","0.09090909090909094","0.09090909090909094","Try","Trilby","Try","Trilby","0.0","0.0"
"LinearCombinationMatchingRule","lyr_03705","mil_3092","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Revenge","Rehab","Revenge","Rehab","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10458","mil_1887","0.08695652173913043",,"Rock","Electronic, Funk / Soul","Rock","Electronic, Funk / Soul","0.17391304347826086","0.17391304347826086","Stranger In The House","Street In The City","Stranger In The House","Street In The City","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","lyr_10590","mil_3115","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Cheap Reward","Chain Reaction","Cheap Reward","Chain Reaction","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06841","mil_2428","0.2222222222222222",,"Rock","Rock, Pop","Rock","Rock, Pop","0.4444444444444444","0.4444444444444444","Tasergun","Tapestry","Tasergun","Tapestry","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06660","mil_3789","0.0",,"Hip-Hop","Rock","Hip-Hop","Rock","0.0","0.0","Draw","Dreamin","Draw","Dreamin","0.0","0.0"
"LinearCombinationMatchingRule","lyr_03867","mil_0679","0.04878048780487804",,"Rock","Electronic, Rock, Funk / Soul, Blues, Pop","Rock","Electronic, Rock, Funk / Soul, Blues, Pop","0.09756097560975607","0.09756097560975607","Fame","Faith","Fame","Faith","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01713","mil_3389","0.0",,"Rock","Hip Hop","Rock","Hip Hop","0.0","0.0","Danny","Dangerous","Danny","Dangerous","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06172","mil_1190","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","One In A Hundred","Once In A Lifetime Girl","One In A Hundred","Once In A Lifetime Girl","0.2857142857142857","0.0"
"LinearCombinationMatchingRule","lyr_05007","mil_0107","0.08695652173913043",,"Country","Electronic, Funk / Soul","Country","Electronic, Funk / Soul","0.17391304347826086","0.17391304347826086","Before I Met You","Before I Met You","Before I Met You","Before I Met You","1.0","0.0"
"LinearCombinationMatchingRule","lyr_07358","mil_3345","0.09999999999999998",,"R & B","Rock","R & B","Rock","0.19999999999999996","0.19999999999999996","Falling Out Of Love","Falling Out Of Love","Falling Out Of Love","Falling Out Of Love","1.0","0.0"
"LinearCombinationMatchingRule","lyr_10182","mil_0139","0.125",,"Rock","Electronic, Rock","Rock","Electronic, Rock","0.25","0.25","Alibi","Albatross","Alibi","Albatross","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10585","mil_1703","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Miss Macbeth","Miracle Man","Miss Macbeth","Miracle Man","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02245","mil_0637","0.0",,"Jazz","Electronic, Pop","Jazz","Electronic, Pop","0.0","0.0","I Tried","I Try","I Tried","I Try","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","lyr_05829","mil_4455","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Triggerman","Trilogy","Triggerman","Trilogy","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12397","mil_1600","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Ticking","Till","Ticking","Till","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00188","mil_3910","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Crossroads","Crossfire","Crossroads","Crossfire","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13162","mil_2300","0.2142857142857143",,"Pop","Hip Hop","Pop","Hip Hop","0.4285714285714286","0.4285714285714286","Strangelove","Stan","Strangelove","Stan","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12631","mil_4045","0.09999999999999998",,"Rock","Electronic, Pop","Rock","Electronic, Pop","0.19999999999999996","0.19999999999999996","Come And Get It","Come And Get These Memories","Come And Get It","Come And Get These Memories","0.5","0.0"
"LinearCombinationMatchingRule","lyr_08736","mil_0647","0.09999999999999998",,"Rock","Electronic, Pop","Rock","Electronic, Pop","0.19999999999999996","0.19999999999999996","Flesh","Flirt","Flesh","Flirt","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06099","mil_2262","0.0",,"Jazz","Rock","Jazz","Rock","0.0","0.0","Halftime","Harvest","Halftime","Harvest","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00884","mil_0600","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Burned","Bullets","Burned","Bullets","0.0","0.0"
"LinearCombinationMatchingRule","lyr_05764","mil_1212","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Perfect","Penelope","Perfect","Penelope","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06845","mil_0136","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Beercan","Berlin","Beercan","Berlin","0.0","0.0"
"LinearCombinationMatchingRule","lyr_08831","mil_4594","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Jaded","Jail","Jaded","Jail","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00577","mil_0657","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Josephine","Josie","Josephine","Josie","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00185","mil_4773","0.09999999999999998",,"Rock","Electronic, Pop","Rock","Electronic, Pop","0.19999999999999996","0.19999999999999996","Toad","Touch","Toad","Touch","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01800","mil_4562","0.04999999999999999",,"Rock","Folk, World, Country","Rock","Folk, World, Country","0.09999999999999998","0.09999999999999998","Dominic","Dodi","Dominic","Dodi","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00440","mil_3910","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Crying","Crossfire","Crying","Crossfire","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00830","mil_0958","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Iron Man","Iron Man","Iron Man","Iron Man","1.0","0.0"
"LinearCombinationMatchingRule","lyr_03862","mil_0133","0.08695652173913043",,"Rock","Electronic, Funk / Soul","Rock","Electronic, Funk / Soul","0.17391304347826086","0.17391304347826086","Candidate","Calico","Candidate","Calico","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06846","mil_0392","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Motorcade","Moths","Motorcade","Moths","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06228","mil_3963","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Lover Of The Bayou","Lovers Of The World Unite","Lover Of The Bayou","Lovers Of The World Unite","0.2857142857142857","0.0"
"LinearCombinationMatchingRule","lyr_12613","mil_1587","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Emerald","Embryo","Emerald","Embryo","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12356","mil_3910","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Crystal","Crossfire","Crystal","Crossfire","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13744","mil_0260","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Surrender","Summertime","Surrender","Summertime","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00269","mil_0785","0.04999999999999999",,"Rock","Folk, World, Country","Rock","Folk, World, Country","0.09999999999999998","0.09999999999999998","Bangladesh","Bamboleo","Bangladesh","Bamboleo","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00728","mil_2572","0.0",,"Rock","Hip Hop","Rock","Hip Hop","0.0","0.0","Sphinx","Spottieottiedopaliscious","Sphinx","Spottieottiedopaliscious","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02266","mil_4486","0.0",,"Jazz","Folk, World, Country","Jazz","Folk, World, Country","0.0","0.0","Indiscreet","Intro","Indiscreet","Intro","0.0","0.0"
"LinearCombinationMatchingRule","lyr_07433","mil_1435","0.09090909090909088",,"R & B","Funk / Soul","R & B","Funk / Soul","0.18181818181818177","0.18181818181818177","I Wanna Be Around","I Wanna Be With You","I Wanna Be Around","I Wanna Be With You","0.5","0.0"
"LinearCombinationMatchingRule","lyr_06120","mil_0212","0.0",,"Jazz","Rock","Jazz","Rock","0.0","0.0","Intro","Intro","Intro","Intro","1.0","0.0"
"LinearCombinationMatchingRule","lyr_12023","mil_0881","0.4285714285714286",,"Hip-Hop","Hip Hop","Hip-Hop","Hip Hop","0.8571428571428572","0.8571428571428572","Under The Influence","Under The Influence","Under The Influence","Under The Influence","1.0","0.0"
"LinearCombinationMatchingRule","lyr_02374","mil_0697","0.0",,"Jazz","Rock","Jazz","Rock","0.0","0.0","Downtown","Document","Downtown","Document","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02663","mil_3057","0.036585365853658514",,"Pop","Electronic, Rock, Funk / Soul, Blues, Pop","Pop","Electronic, Rock, Funk / Soul, Blues, Pop","0.07317073170731703","0.07317073170731703","Faith","Faith","Faith","Faith","1.0","0.0"
"LinearCombinationMatchingRule","lyr_08330","mil_2542","0.09090909090909088",,"R & B","Funk / Soul","R & B","Funk / Soul","0.18181818181818177","0.18181818181818177","You Got Me Where You Want Me Previously Unreleased","You Got Me","You Got Me Where You Want Me Previously Unreleased","You Got Me","0.42857142857142855","0.0"
"LinearCombinationMatchingRule","lyr_13822","mil_1965","0.08695652173913043",,"Rock","Electronic, Funk / Soul","Rock","Electronic, Funk / Soul","0.17391304347826086","0.17391304347826086","Chrome","Chutes","Chrome","Chutes","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02628","mil_4456","0.125",,"Pop","Rock","Pop","Rock","0.25","0.25","Killer","Kimberly","Killer","Kimberly","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01921","mil_1836","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Amazing Grace","Amazing Grace","Amazing Grace","Amazing Grace","1.0","0.0"
"LinearCombinationMatchingRule","lyr_01634","mil_4058","0.04999999999999999",,"Rock","Folk, World, Country","Rock","Folk, World, Country","0.09999999999999998","0.09999999999999998","Fever","Feelins","Fever","Feelins","0.0","0.0"
"LinearCombinationMatchingRule","lyr_07870","mil_2717","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","If You Gotta Go Go Now Or Else You Got To Stay All Night","If Youve Got A Minute Baby","If You Gotta Go Go Now Or Else You Got To Stay All Night","If Youve Got A Minute Baby","0.125","0.0"
"LinearCombinationMatchingRule","lyr_00030","mil_0310","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Unseen","Undun","Unseen","Undun","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13407","mil_3046","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Truth","Trilby","Truth","Trilby","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11059","mil_2128","0.04999999999999999",,"Rock","Folk, World, Country","Rock","Folk, World, Country","0.09999999999999998","0.09999999999999998","Goodnight","Go","Goodnight","Go","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12223","mil_4562","0.025000000000000022",,"Hip-Hop","Folk, World, Country","Hip-Hop","Folk, World, Country","0.050000000000000044","0.050000000000000044","Down","Dodi","Down","Dodi","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02447","mil_4486","0.0",,"Jazz","Folk, World, Country","Jazz","Folk, World, Country","0.0","0.0","Introduction","Intro","Introduction","Intro","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02089","mil_3419","0.125",,"Pop","Rock","Pop","Rock","0.25","0.25","Beethoven","Berlin","Beethoven","Berlin","0.0","0.0"
"LinearCombinationMatchingRule","lyr_04815","mil_1843","0.07142857142857145",,"Country","Rock","Country","Rock","0.1428571428571429","0.1428571428571429","Malena","Mary","Malena","Mary","0.0","0.0"
"LinearCombinationMatchingRule","lyr_04099","mil_0723","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Amlapura","Amie","Amlapura","Amie","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00663","mil_0647","0.09999999999999998",,"Rock","Electronic, Pop","Rock","Electronic, Pop","0.19999999999999996","0.19999999999999996","Fluff","Flirt","Fluff","Flirt","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06855","mil_4712","0.05405405405405406",,"Rock","Electronic, Hip Hop, Funk / Soul, Pop","Rock","Electronic, Hip Hop, Funk / Soul, Pop","0.10810810810810811","0.10810810810810811","Jack Ass","Jack Ass","Jack Ass","Jack Ass","1.0","0.0"
"LinearCombinationMatchingRule","lyr_02669","mil_4720","0.04545454545454547",,"Pop","Funk / Soul","Pop","Funk / Soul","0.09090909090909094","0.09090909090909094","I Knew You Were Waiting For Me","I Knew You When","I Knew You Were Waiting For Me","I Knew You When","0.375","0.0"
"LinearCombinationMatchingRule","lyr_09644","mil_2302","0.04545454545454547",,"Pop","Funk / Soul","Pop","Funk / Soul","0.09090909090909094","0.09090909090909094","Reputation","Resolution","Reputation","Resolution","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02447","mil_4426","0.0",,"Jazz","Rock","Jazz","Rock","0.0","0.0","Introduction","Interludio","Introduction","Interludio","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10940","mil_0160","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","The Walk","The Warmth","The Walk","The Warmth","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","lyr_01484","mil_2401","0.0",,"Hip-Hop","Rock","Hip-Hop","Rock","0.0","0.0","Description","Deadline","Description","Deadline","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12778","mil_4006","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Blessed","Black","Blessed","Black","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13243","mil_0457","0.125",,"Pop","Rock","Pop","Rock","0.25","0.25","Surrender","Sugarlight","Surrender","Sugarlight","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01668","mil_2803","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Clambake","Closer","Clambake","Closer","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12305","mil_1681","0.125",,"Rock","Pop","Rock","Pop","0.25","0.25","Bleeding","Blue","Bleeding","Blue","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12886","mil_1541","0.04999999999999999",,"Rock","Folk, World, Country","Rock","Folk, World, Country","0.09999999999999998","0.09999999999999998","Georgia","Getaway","Georgia","Getaway","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13208","mil_1843","0.125",,"Pop","Rock","Pop","Rock","0.25","0.25","Macro","Mary","Macro","Mary","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06844","mil_0286","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Untitled","Underture","Untitled","Underture","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13357","mil_4547","0.16666666666666669",,"Pop","Rock, Pop","Pop","Rock, Pop","0.33333333333333337","0.33333333333333337","Sometimes","Solitaire","Sometimes","Solitaire","0.0","0.0"
